slug,stars,topics,watchers
oncewang/hive,0.0,[],0.0
larskotthoff/claws-mail,0.0,[],1.0
mclown/linux-test-project,0.0,[],1.0
Ramsey-B/space-game,0.0,[],0.0
guillemj/dpkg,28.0,"['c', 'perl', 'c-plus-plus', 'package-manager', 'deb']",3.0
pangxudong/horizon,0.0,[],0.0
poly-log8430/jabref-analysis,1.0,[],3.0
SilkNetwork/Silk-Core-Azure-Quickstart,0.0,[],2.0
SilkNetwork/DarkSilk-Core-Azure-Quickstart,0.0,[],2.0
protectivedad/uclibc-ng,0.0,[],1.0
listedlinked/superbee,0.0,[],0.0
dboylq/uclibc-ng,0.0,[],1.0
midnight-miner/LasVegasCoin,0.0,[],1.0
kraj/uclibc-ng,7.0,[],5.0
kalray/uclibc-ng,1.0,[],7.0
takeharukato/uclibc-ng,0.0,[],1.0
shibajee/uclibc-ng,0.0,[],1.0
wbx-github/uclibc-ng,64.0,[],11.0
Crestington/MotaCoinRevamp,0.0,[],1.0
vadivelselvaraj/TulipGLImprovement,1.0,[],1.0
listedlinked/newsvn,0.0,[],0.0
listedlinked/Redcoin,0.0,[],0.0
OISF/suricata,2011.0,"['security', 'ids', 'ips', 'nsm', 'network-monitoring']",163.0
MalakhatkoVadym/suricata-hassh,0.0,[],1.0
keenetic/uClibc-ng,0.0,[],6.0
listedlinked/amster,0.0,[],1.0
PCCSChain/PCCSChain,0.0,[],1.0
listedlinked/tesla,0.0,[],0.0
peterrrre/hisfd,0.0,[],1.0
zahidaliayub/ColossusCoinXT,1.0,[],4.0
slingcoin/sling-market,0.0,[],4.0
Beyond-simplechain/etherself,0.0,[],0.0
hmunduri/openshift-ansible,0.0,[],1.0
mvali95/hashicorp,0.0,[],1.0
CA-IRIS/mn-iris,2.0,[],2.0
delmic/odemis,25.0,"['python', 'microscopy']",10.0
php2go/taoshaoye.github.io,1.0,[],1.0
lorenzo-deepcode/react,0.0,[],0.0
lym953/15721-p3,1.0,[],2.0
chinnamajay/maven-jenkins,0.0,[],0.0
8thcolor/eurucamp2014-htdsadr,1.0,[],3.0
8thcolor/rubyconfau2015-sadr,0.0,[],2.0
sbkolate/jacfrappe,0.0,[],1.0
kaplun/ops,0.0,[],0.0
Illyism/pdf.js,1.0,[],0.0
Activiti/Activiti,7804.0,"['java', 'bpm', 'spring', 'cloud', 'microservices', 'business-process', 'activiti', 'product-activiti', 'bpmn']",661.0
shubhamsetia681/serverless,0.0,[],0.0
FALL1N1/hachasydados-core,0.0,[],1.0
svn2github/autowikibrowser,0.0,[],1.0
szumbrunn/onos,0.0,[],1.0
Ultimate-Hosts-Blacklist/BadIPs.com_Level_4,1.0,[],4.0
gojoychain/go-geth,1.0,[],0.0
start-jobs/laravel-framework,0.0,[],10.0
whenjs/react-annotation,0.0,[],0.0
ngageoint/hootenanny-ui,24.0,[],43.0
ShieldCoin/electrum-xsh3,1.0,[],1.0
t3LLer/uyuyuy,0.0,[],1.0
SRLJustin/RUNELIGHT-1,0.0,[],0.0
GabitaP/P4,0.0,[],1.0
pfalcon/pycopy,645.0,"['micropython', 'micropython-ports', 'python', 'embedded', 'iot', 'unbloated', 'minimalist', 'minimalistic', 'suckless', 'pycopy']",29.0
kulapio/go-ethereum,0.0,[],2.0
barraudl/wip-fty-rest,0.0,[],1.0
vivekanand1101/Cura,0.0,[],2.0
mihaibroc/neutron,0.0,[],0.0
omirajkar/frappe7,0.0,[],0.0
himanshuchawla009/jingsfork,0.0,[],1.0
GlideX/packages,1.0,[],2.0
shlomif/fc-solve,36.0,"['freecell', 'freecell-solver', 'solitaire', 'patience', 'game', 'games', 'card-game', 'cards', 'c', 'ansic', 'opensource', 'foss', 'floss', 'freesoftware', 'mit-license', 'hacktoberfest']",9.0
sunzhu/showtime_zh,2.0,[],3.0
keyvan-m-sadeghi/farsi-jekyll-blog,5.0,[],1.0
diddipoeler/sportsmanagement,21.0,[],19.0
peterrrre/dimension,0.0,[],1.0
jahangir091/geodash26,0.0,[],2.0
StreamsTech/GeoDASH26,0.0,[],4.0
aferenci86/machineJS,0.0,[],1.0
a307234/lxrtest,0.0,[],0.0
TomMD/naver-pinpoint,0.0,[],1.0
SuperShan0926/xinyeniubi,0.0,[],1.0
NESTchain/eos_afl_fuzzy,1.0,[],3.0
sagarpant1/cppcheck,0.0,[],1.0
NAXKX11/azure-sdk-for-net,1.0,[],1.0
EstebanBolivar2021/EB,0.0,[],1.0
hidayath-ispace/azure-sdk-for-net,2.0,[],2.0
Cyber2020/c2020-Radare2,0.0,[],15.0
KittenBot/micropython_meowbit,18.0,[],5.0
probcomp/Venturecxx,24.0,[],12.0
Azure/azure-sdk-for-net,2402.0,"['azure', 'azure-sdk', 'microsoft', 'c-sharp', 'swagger', 'hacktoberfest']",1203.0
deolgurpreet/apache-usergrid-,0.0,[],1.0
apache/incubator-mxnet,19499.0,['mxnet'],1120.0
hust-wuwechao/mxnet_888888888,0.0,[],1.0
hust-wuwechao/mxnet_share_327_330,1.0,[],0.0
cadiegail/sbm,0.0,[],0.0
amikey/subtitleedit_new,0.0,[],1.0
ckayun/Avalonia,0.0,[],1.0
garlicoin-project/garlium,16.0,[],2.0
socmov/uxdxconf,0.0,[],1.0
iluxa-com/mercurial-crew-tonfa,0.0,[],1.0
Ethersocial/multi-geth,0.0,[],0.0
cnsuhao/ravl,0.0,[],1.0
TP-Lab/enumivo,0.0,[],6.0
vit-iacp-dvo-ru/swot,0.0,[],0.0
vit-iacp-dvo-ru/jswot,0.0,[],1.0
zahidaliayub/AmsterdamCoin-v4,0.0,[],1.0
zahidaliayub/AmsterdamCoin-AMS,0.0,[],1.0
bitkeeper-scm/bitkeeper,301.0,[],32.0
jHarish1222/rajkiran,0.0,[],0.0
TU-Berlin-DIMA/sage-flink,0.0,[],17.0
xproax/FreeRDP,0.0,[],0.0
Jolicloud/packagekit,1.0,[],15.0
splitbrain/dokuwiki,3162.0,"['wiki-engine', 'php', 'dokuwiki', 'wiki']",175.0
glandir/ExaHyPE-Engine,0.0,[],2.0
TangoCash/oscam,0.0,[],3.0
pinkflozd/oscam2,0.0,[],1.0
aurusov/rdo_studio,7.0,[],4.0
sghcel1985/TrinityTBC-2.3.4,1.0,[],2.0
dhirajwth/vue-storefront,0.0,[],1.0
macizomedia/vue-store,0.0,[],0.0
huaiyukhaw/vue-storefront,0.0,[],1.0
aris-creator/vue4,0.0,[],1.0
snilesh97/vue-storefront,0.0,[],1.0
Ameer580/TmVuestore,0.0,[],0.0
shubham0503/demo,0.0,[],1.0
bjoernkneisel/vue-storefront,0.0,[],1.0
VelssLacis/vue-faq,0.0,[],1.0
Sergey-Kabak/storefront,0.0,[],1.0
vuestorefront/vue-storefront,8566.0,"['vue-storefront', 'pwa', 'headless', 'vue', 'ecommerce', 'magento', 'storefront', 'mobile', 'e-commerce', 'nuxt', 'magento2', 'shopware', 'shopify', 'commercetools', 'vue3', 'open-source', 'typescript', 'hacktoberfest', 'headless-commerce', 'ecommerce-platform']",287.0
inception-project/inception,289.0,"['annotation-tool', 'active-learning', 'entity-linking', 'java', 'annotation-editor', 'uima', 'sparql']",14.0
alexdongli0829/hive-2.2.0-src,0.0,[],0.0
hust-wuwechao/mxnet_20191220,0.0,[],1.0
landcreator/ebos,1.0,[],0.0
hust-wuwechao/Mxnet2020V2,0.0,[],1.0
boscore/ibc_plugin_bos,6.0,[],2.0
blockstack/stacks-blockchain,2393.0,"['blockstack', 'blockchain', 'bitcoin', 'storage', 'identity', 'dns', 'apps', 'decentralized', 'serverless', 'rust']",191.0
blockstack/gh-action-testing,0.0,[],6.0
AYCHDeveloper/Blockstack,0.0,[],0.0
wagerr/Wagerr-Electrum,0.0,[],2.0
uas-at-ucla-dependencies/libgphoto2,0.0,[],0.0
wagerrdeveloper/WagerrElectrum,0.0,[],2.0
uas-at-ucla-dependencies/socket.io-client-cpp,0.0,[],0.0
alexrequeni81/pdf_test,0.0,[],0.0
Lucaabergo6710/SU2_7.0.0,0.0,[],1.0
monika1387/SU2_FWH,0.0,[],1.0
Nirchains/fide-frappe,0.0,[],1.0
Lucaabergo6710/myles,0.0,[],1.0
stain/jdk8u,0.0,[],1.0
litoeknee/tensorflow,1.0,[],2.0
BookOwl/freeciv,0.0,[],1.0
jason201902/apollo,0.0,[],1.0
ruhrho/SIckRage,0.0,[],1.0
Microsoft-CISL/hadoop-prototype,3.0,[],10.0
angasreid/FossaReactCI,0.0,[],1.0
TheBauwssss/SickRage-Mirror,0.0,[],1.0
HaitiData/GeoNode,0.0,[],1.0
oussamaoues2017/meta-openembedded2,0.0,[],1.0
VinayPuvvala/Sample,0.0,[],1.0
kintoe2e/charts-1,0.0,[],1.0
sjfbjs/maven-jenkins-git,0.0,[],0.0
LIMXTEC/electrum-btx,6.0,[],4.0
aelarabawy/ns3-dev,0.0,[],1.0
MJRuffDevelop/Micropython,0.0,[],1.0
indictranstech/goldenwave-frappe,0.0,[],6.0
teamfx/openjfx-9-dev-rt,1.0,[],3.0
xproax/bitkeep,1.0,[],1.0
EvalRaman/dockuwiki,0.0,[],1.0
KaihaoBai/mxnet_autoclip,0.0,[],2.0
solariumvr/mason-flutter,1.0,[],2.0
yusiwen/mpd,0.0,[],1.0
openhpc/ohpc,563.0,"['hpc', 'scientific-computing', 'package-repository', 'clusters-management', 'devtools', 'mpi', 'linuxfoundation']",93.0
nguyenbatam/fork-tomochain,0.0,[],1.0
ahmedbodi/Terracoin-CRW,0.0,[],1.0
bitstar/bitstarV2.5,1.0,[],2.0
microsoft/MixedRealityToolkit-Unity,4382.0,"['holotoolkit', 'holotoolkit-unity', 'mixed-reality', 'hololens', 'mixedrealitytoolkit', 'mrtk', 'openvr', 'mixedrealitytoolkit-unity', 'unity']",423.0
zhuxlproject/linux-test-project,0.0,[],1.0
cspiegel/mpd,0.0,[],1.0
botpress/botpress,9236.0,"['chatbot', 'bot', 'botpress', 'bot-framework', 'sdk', 'bot-builder', 'microsoft-bot-framework', 'botkit', 'botkit-bots', 'bots', 'conversation', 'conversational-ui', 'nlu', 'nlp', 'luis', 'machine-learning-algorithms', 'chatbot-framework', 'chatbots', 'conversational-ai']",218.0
niubin261/onos,0.0,"['onos', 'niubin', 'pof']",0.0
girving/wordpress,1.0,[],2.0
Toysoft/oscam,0.0,[],1.0
mhennerich/buildroot,3.0,[],3.0
cpuchain/electrum-cpu,2.0,[],1.0
mghoneem10/mycilek1,0.0,[],1.0
Orgn1/Apache-Maven,0.0,[],0.0
vdeluca/tesis,0.0,[],1.0
seldary/mypinpoint,0.0,[],1.0
Rufus31415/MixedRealityToolkit-Unity-WebGL-Hololens2-Simulator,0.0,[],1.0
doc22940/Dokuwiki,0.0,[],1.0
xieran1988/buildroot,1.0,[],1.0
Toysoft/oscam_13June2019,0.0,[],0.0
edigikishore/apache_mvn,0.0,[],0.0
vapory-staging/go-ethereum,0.0,[],1.0
vanduc95/Horizon-Openstack,0.0,[],1.0
sagar30051991/k_frappe,0.0,[],1.0
openmus/oscam,0.0,[],2.0
fujicoin/electrum-fjc,1.0,[],1.0
sagar30051991/kalashetra-frappe,0.0,[],1.0
blthree/pycopy,0.0,[],0.0
ndechesne/buildroot,3.0,[],2.0
vmpn/coreboot,0.0,[],2.0
gitlabhq/omnibus-gitlab,162.0,[],50.0
facundofierro/vue-storefront,1.0,[],2.0
masterofmagento/vue-storefront,0.0,[],1.0
braindev323/vue-store-front-s,0.0,[],1.0
braveheart12/tomochain-27-10-19,0.0,[],2.0
ranneen/electrum,0.0,[],1.0
olzhabay/presto,0.0,[],1.0
svitlana-ruda/smartportofoon-vue-storefront,0.0,[],0.0
fhunleth/buildroot-pc-dhcpserver,1.0,[],1.0
sdelafond/lintian,0.0,[],0.0
wowtbconline/TBC_New1,0.0,[],1.0
wowtbconline/TBC_New,3.0,[],4.0
FALL1N1/TBC_New,5.0,[],5.0
wowtbconline/tbc,0.0,[],1.0
SunstriderEmu/sunstrider-legacy,21.0,[],7.0
rickyHong/DynamicSDist,0.0,[],2.0
mikepsinn/qm-ionic-quantimodo,0.0,[],1.0
froofles/Exodus,0.0,[],1.0
ithinkihaveacat/beebo-bootstrap,0.0,[],2.0
ngscript/caucho-mirror,0.0,[],2.0
shadowofsilicon/Rubberduck,2.0,[],0.0
groatmaker/groat-cave,0.0,[],1.0
alexandarnavarro/Reactjs,0.0,[],1.0
mcarbonneaux/caucho-resin-svn-import,0.0,[],1.0
codeRK111/storefront,0.0,[],1.0
cvrebert/rorschach-test,1.0,[],3.0
zakerayasmeen/new-repo,0.0,[],0.0
duvallee/drone_fc_cleanflight,0.0,[],1.0
kiranchowdary/jenkinstest,0.0,[],1.0
mapnik/python-mapnik,127.0,[],21.0
EDXFund/MasterChain,2.0,[],1.0
OneClean/One-Clean,0.0,[],0.0
rraihan/maven,0.0,[],0.0
nanditav/15712-TensorFlow,0.0,[],2.0
akrlfix/cleanflight,0.0,[],1.0
ankur-gupta91/horizoncinder,0.0,[],1.0
martint028/fulldays,0.0,[],1.0
gwendoline-goetz/gnutls,2.0,[],1.0
delphix/grub2,0.0,[],14.0
zhaoguoquan94/optimizerproject,1.0,[],1.0
dev1972/Satellitecoin,0.0,[],0.0
briangdd/sickrage,0.0,[],1.0
chain2/chain2,3.0,[],3.0
playframework/playframework,11912.0,"['scala', 'java', 'reactive', 'web-framework', 'restful', 'play', 'playframework', 'jvm', 'framework', 'webapps', 'hacktoberfest']",699.0
haroldzmli/mapnik-python,1.0,[],1.0
ludwikbukowski/fake_mongoose,0.0,[],1.0
CvH/ossss,1.0,[],2.0
HiPrecy/Marlin-1.x-HiPrecy-LEO,0.0,[],1.0
ks1crt/MixedRealityToolkit,0.0,[],1.0
darroughw/react,0.0,[],1.0
cobwebos/SD-Maven,1.0,[],0.0
nickersk/oscam,0.0,[],1.0
noobaa/noobaa-core,137.0,"['noobaa', 'kubernetes', 'openshift', 'hybrid', 'multi-cloud', 'data', 'storage', 's3', 'tiering', 'mirroring']",16.0
IntegratedBreedingPlatform/Middleware,1.0,[],24.0
UNCC-OpenProjects/Phabricator,0.0,[],2.0
rnithish/MyOpenGit,0.0,[],1.0
pankajarora12/SparkNew,0.0,[],1.0
pigadmin/vlc,0.0,[],1.0
vwasm/go-ethereum,0.0,[],1.0
Toysoft/oscam_11611,0.0,[],1.0
vmluan/configuration,0.0,[],1.0
stffrdhrn/uclibc-ng,0.0,[],1.0
hiteshtrivedi1791/hitesh,0.0,[],0.0
FH-Complete/FHC-Core,13.0,[],17.0
PK143143/parent,0.0,[],0.0
Meghashyam22/Repo2,0.0,[],1.0
flydoveli/test,0.0,[],1.0
RohitDemo/GHAS-Demo,0.0,[],0.0
RonSeekers/activemq,0.0,[],1.0
sho25/activemq,0.0,[],1.0
nikosnikolaidis/activemq,0.0,[],1.0
wavesplatform/WavesGUI,415.0,['waves'],87.0
apache/activemq,1906.0,"['network-server', 'python', 'activemq', 'c', 'ruby', 'cplusplus', 'network-client', 'perl', 'java', 'csharp', 'php']",202.0
qinwang/vlc-android,1.0,[],1.0
armando7santana/hashicorp-vagrant,0.0,[],1.0
swaaaager/ghost,0.0,[],1.0
TLcorp-201/KnowledgeBlogGhost,0.0,[],2.0
WhitePrime/ghost,0.0,[],1.0
4drant/ghost,0.0,[],1.0
cyberno1/cybernosite,0.0,[],1.0
arokapil/CKMKB,0.0,[],1.0
jvkiran/seoexpert-on-heroku,0.0,[],1.0
sjsumitjangir007/ghost,0.0,[],1.0
lucaseugenio/ghost,0.0,[],1.0
MarkStruik/Ghost,0.0,[],0.0
Saigara/Ghost,0.0,[],1.0
pramod529/gs-spring-boot-master,0.0,[],1.0
devirp/maven1,0.0,[],1.0
rawsludge/ardupilot,0.0,[],1.0
sreesan/maven,0.0,[],0.0
Cacti/cacti,1120.0,"['cacti', 'graph', 'cacti-community', 'rrdtool', 'php', 'network-discovery', 'data-gathering', 'rrd-files', 'graph-templating', 'cacti-framework']",117.0
RAMIREDDYSOMULA/maven21,0.0,[],0.0
vaginessa/MPC-HC-adipose,0.0,[],1.0
Narendra8659/Test-Lock-Branch,0.0,[],0.0
sreehari20/Maven,0.0,[],0.0
RAMIREDDYSOMULA/maven,0.0,[],0.0
madwings/InsaneDB,0.0,[],1.0
insofter/buildroot,0.0,[],2.0
nateknight/arducopter,0.0,[],1.0
zaigor2/meta-openembedded,0.0,[],0.0
braveheart12/tomochain-v1.5,0.0,[],1.0
cuidadoso/tuturials,3.0,[],1.0
Pav777/hydnora,0.0,[],0.0
goalhub/mvn-repo,3.0,[],5.0
certik/q-e,0.0,[],2.0
braveheart12/tomochain,0.0,[],0.0
alessandrokonrad/brave-core-godot,0.0,[],1.0
Jmata27/PdfView,0.0,[],0.0
braveheart12/tomochainfull,0.0,[],0.0
dejanr/HEVO-Marlin,0.0,[],1.0
hungbang/jsm_tomee_example,1.0,[],2.0
kayen/kayen,3.0,[],1.0
bharath12b5/jenkinsss,0.0,[],0.0
CETIBOX-Base/meta-openembedded,0.0,[],1.0
navikt/stelvio,0.0,[],11.0
PCLC7Z2/apollo,0.0,[],0.0
pocker/tevo-tarantula-marlin,0.0,[],1.0
gnachman/iTerm2,11220.0,[],259.0
azhao12345/mpc-hc,0.0,[],1.0
SnarkNetwork/geth-sharding,0.0,[],1.0
hoseinj/bigats,0.0,[],0.0
alexredondosk8/saleor,1.0,[],1.0
markramm/juju-core,0.0,[],1.0
jpetrocik/Marlin,0.0,[],1.0
summer-wu/WeexPlayground,1.0,[],0.0
twolab2019/micropython-into-mt7697,3.0,"['micropython-ports', 'microcontrollers', 'python3', 'micropython-boards', 'micropython-mt7697', 'mt7697']",1.0
LZDOscar/go-ethereum-reputation_layer,1.0,[],1.0
CrazyPolishGuy/bootstrap_tut,0.0,[],1.0
JakubVanek/marlin-aneta8,0.0,[],2.0
fdxmslx/test,0.0,[],0.0
adamjansen/meta-openembedded,0.0,[],2.0
deadpoolcode1/appcard_meta-openembedded,0.0,[],1.0
SergiuTripon/bsc-dissertation-student-portal,0.0,"['dissertation', 'website', 'portal']",1.0
rickyHong/SparkDist,0.0,[],1.0
werbug/ant-design,0.0,[],0.0
yunglechao/mxnet,0.0,[],0.0
Xharlie/hbase_enhancement,0.0,[],1.0
plymouthstate/mahara,2.0,[],8.0
user135711/vlc-android,0.0,[],0.0
DINGDAMU/onos,0.0,[],1.0
bisq-network/bisq,3572.0,"['bisq', 'p2p', 'bitcoin', 'exchange', 'java']",261.0
AYCHGIT/aex,0.0,[],0.0
jschwartzenberg/openjfx8,10.0,[],0.0
appearagain/Marlin,0.0,[],1.0
autonumous/MarlinFirmware-Ender3Pro,1.0,[],0.0
organom/Marlin-1.1.x,0.0,[],2.0
Edie47/Marlin_Dondolo,0.0,[],1.0
sunandanababu/apache,0.0,[],0.0
medic/cht-core,367.0,"['medical', 'couchdb', 'javascript', 'phone', 'mobile', 'health', 'mhealth', 'ehealth', 'pouchdb', 'hacktoberfest', 'cht']",53.0
a1ive/grub,86.0,"['grub', 'grub2']",13.0
Xilinx/meta-openembedded,3.0,[],7.0
defconfurs/micropython-dc27,2.0,[],3.0
rexkerccu/openmctest,0.0,[],1.0
jfzanato/blog,0.0,[],1.0
openmc-dev/openmc,329.0,[],74.0
GeoDASH/GeoDASH.gov.bd,1.0,['python'],5.0
pinkflozd/oscam-emu,0.0,[],1.0
narurien/ganeti-ceph,0.0,[],1.0
apache/accumulo,873.0,"['accumulo', 'big-data', 'hacktoberfest']",88.0
pop-os/gdm3,3.0,[],11.0
gbeauchesne/mpfr,0.0,[],1.0
archilogic-com/custom-three.js,1.0,[],8.0
thepurpleblob/Mahara,1.0,[],1.0
KnightsofGod/ReactTest,0.0,[],1.0
pdf/libvirt,2.0,[],2.0
JetBrains/jdk8u_jfx,4.0,[],12.0
akumetsuv/gitlab,0.0,[],1.0
yottachain/YTBP,10.0,[],10.0
zubata88/dpkg,0.0,[],1.0
quodlibet/quodlibet,962.0,"['music-player', 'python', 'music-library', 'music']",52.0
zatchgordon/webGL,0.0,[],1.0
missingdays/three.js-amd,0.0,[],1.0
klenergy/pyloncoin,6.0,[],4.0
ramseylab/regshape,4.0,[],2.0
gigiyueyue/mxnet,0.0,[],1.0
Vijaypunugubati/fabric-circle,0.0,[],0.0
sja115/maven,0.0,[],0.0
OPNids/core,33.0,[],4.0
ivanovp/Marlin_CoreXY,0.0,[],1.0
shaya-arshadi/bitcoin_Shaya_custom,0.0,[],1.0
bitcoinxt/bitcoinxt,416.0,[],70.0
Harold-the-Axeman/go-dacc,1.0,[],1.0
holograph/maven,0.0,[],0.0
jiekang/openjfx-8u-dev,0.0,[],2.0
IceSoulHanxi/OpenJFX-8uDev-Rt,1.0,[],0.0
lchl7890987/WebGL,0.0,[],1.0
andyzsf/django-cms,0.0,[],1.0
vinss1/maven,0.0,[],1.0
cttestid41/Apache_Maven,0.0,[],0.0
Alignak-monitoring/alignak,84.0,"['python', 'monitoring-server', 'monitoring', 'nagios']",10.0
shrinivas-kulkarni/alfresco-repository-plus,0.0,[],0.0
z3usleo/core,1.0,[],1.0
alhowaidi/cvmfsNDN,0.0,[],1.0
Odisurin/Star-Wars-Legends-13,1.0,[],2.0
jjkavalam/pdf.js,0.0,[],1.0
Ghaker/hohd-maven,0.0,"['fork', 'form']",1.0
endingly/ns-3-win2,0.0,"['network-simulator', 'mirror', 'ns-3']",0.0
ichengzi/ns3-learn,0.0,[],1.0
UBERTC/mpfr,1.0,[],2.0
rzarref/maven,0.0,[],1.0
vedmishr/demo1,0.0,[],0.0
crate/crate,3105.0,"['db', 'sql', 'shared-nothing', 'java', 'distributed', 'database', 'cluster', 'iot', 'cratedb', 'distributed-database', 'iot-database', 'iot-analytics', 'industrial-iot', 'historian', 'olap', 'big-data', 'dbms', 'analytics', 'scada', 'time-series']",172.0
KSR-Yasuda/meta-openembedded,0.0,[],0.0
arcsengu/archis,0.0,[],0.0
prekjain/preksha,0.0,[],0.0
sripalreddyy/maven,0.0,[],0.0
wojesen/springboot,0.0,[],1.0
SidRoy10/sidrepository,0.0,[],0.0
chenqinglang/esp32_test,0.0,[],1.0
alterapraxisptyltd/lenovo-g505s,0.0,[],2.0
arcsengu/archis12,0.0,[],0.0
vkatkar07/varsha,0.0,[],0.0
vkatkar07/Demo3,0.0,[],0.0
isaacl/openjdk-jdk,0.0,[],0.0
jeffontenot/bitcoin,0.0,[],0.0
RajeshKumarSrivastava/Apache,0.0,[],0.0
AppScale/gts,2417.0,[],159.0
ethereumtiger/ethereumtiger,1.0,[],0.0
blthomasson/ebizzy,0.0,[],1.0
nsat/meta-openembedded,0.0,[],28.0
danstowell/SuperCute,1.0,[],1.0
Dattatech/frappetest,0.0,[],1.0
grawity/code,65.0,"['dotfiles', 'kerberos', 'x11']",5.0
ndmsystems/uClibc-ng,0.0,[],14.0
racin/go-ethereum,0.0,[],0.0
dgdell/oscam,0.0,[],1.0
txusballesteros/Anycubic_Kossel,2.0,[],2.0
lijianxing123/hive,0.0,[],0.0
zhujzhuo/tensorFlow,0.0,[],1.0
romeojulietthotel/claws,0.0,[],0.0
spkansas/cmangos_pbot,2.0,[],3.0
gridgentoo/chef-server,0.0,[],0.0
glenstarchman/spark,0.0,[],1.0
infertux/bitcoinclassic,0.0,[],2.0
jahangir091/geodash,0.0,[],1.0
stahta01/codeblocks_svn2git_https_metadata,0.0,[],1.0
AmoebaTeam/go-amoeba,0.0,[],1.0
telefonicaid/fiware-orion,145.0,"['fiware-ngsi', 'fiware-orion', 'fiware', 'orion-context-broker', 'context-information-management', 'data']",42.0
brgl/uclibc-ng,2.0,[],2.0
skyapus/sparkAnn13,0.0,[],1.0
yakush/Marling-1.1-YAK-ender3,0.0,[],1.0
hackspotelab/jrkll,0.0,[],0.0
leedonghn4/cbio-portal-webgl,1.0,[],1.0
yanyinhome/go,0.0,[],0.0
rcmonitor/marlin_1_1_x,0.0,[],1.0
brycethomsen/marlin-mksv2,1.0,"['mksv2', 'wanhao-duplicator-i3', 'monoprice-select-2', 'monoprice-maker-select-v2', '3d-printing', 'marlin-firmware']",1.0
megamih/Marlin_Vector,0.0,[],1.0
Palpid/StaticBoard_Anet,0.0,[],1.0
tonyj321/Marlin-1.1.9,0.0,[],1.0
chvink/kilomek,0.0,[],1.0
alexgrahn/marlin-renkforce-rf100,0.0,[],2.0
prabhat2410/Orion2.2.0,0.0,[],1.0
yavordev/React-S,0.0,[],0.0
wangtian-work/React,0.0,[],0.0
dzervas/Marlin_myEnder3,0.0,[],1.0
becikagaz/marlinfw20190914,0.0,[],1.0
felixgonschorek/Marlin,0.0,[],2.0
John-Tonny/electrum-syscoin,0.0,[],0.0
Ultimedia/3akai-UX-Vanilla,1.0,[],1.0
Seashan/reactNew,0.0,[],1.0
elkarto91/fabric,0.0,[],0.0
golemfactory/golem,3.0,[],5.0
AbinMM/bitpay_bitcoin_0.12,0.0,[],0.0
AbinMM/Bitcoin_bitpay_0.12.1.4,0.0,[],0.0
lupael/cacti,1.0,[],1.0
grishamjindal/oppia,0.0,[],0.0
LambdaHack/LambdaHack,454.0,"['game', 'engine', 'library', 'roguelike', 'haskell', 'squad', 'tactical', 'turnbased', 'ascii', 'browsergame', 'html5', 'sdl', 'freesoftware', 'pcg', 'replayability', 'indiedev', 'gamedev']",23.0
victoredwardocallaghan/m5a99fx,0.0,[],1.0
shadowuz/FFXIREFORGED,0.0,[],1.0
ngugi/stable_geonode2,0.0,[],1.0
stahta01/codeblocks_https_metadata,0.0,"['codeblocks', 'ide']",1.0
angelzaba7/ethereum,0.0,[],1.0
Silver924/Diamo,0.0,[],1.0
tiputti/Cheridoudou1,0.0,[],0.0
lym953/15721-p2,0.0,[],3.0
dan1/horizon-x509,0.0,[],2.0
joansmith/jackrabbit-oak,0.0,[],1.0
TerraMA2/terrama2,26.0,"['gis', 'monitoring', 'terrama2', 'terralib']",15.0
Nov11/15-721,0.0,[],1.0
imxiangpeng/catapult,0.0,[],1.0
DarkCaster/MarlinFirmware-1.1.x-Custom,0.0,[],1.0
taqen/ns-3-contiki,0.0,[],1.0
xeniabeania/jekyll-aws,0.0,[],2.0
textpattern/textpattern,616.0,"['cms', 'content-management', 'php', 'textpattern', 'platform', 'content-management-system', 'cmf', 'cms-framework']",43.0
Louzen/fabric,0.0,[],0.0
JamesChoe/solidity_1,0.0,[],0.0
crypt0rick/liberta,0.0,[],0.0
rudreshsolanki97/XDCChain,0.0,[],0.0
sixgunsean/vvvvvvvvvvvv,0.0,[],1.0
facebook/litho,7187.0,[],182.0
teikjun/litho-deploy,0.0,[],1.0
fusionsupervision/fusionsupervision-engine,0.0,[],1.0
zhushengkuan/apollo3,0.0,[],0.0
oclyke/multipython-archive,0.0,[],1.0
SMBXon/darkplaces,2.0,[],1.0
espressif/openocd-esp32,185.0,[],35.0
foss-for-synopsys-dwc-arc-processors/uClibc,4.0,[],21.0
sec-bit/solidity-safe-subset,1.0,[],2.0
triacoin-project/triacoin,0.0,[],1.0
Toysoft/oscam-11420,0.0,[],1.0
zwssd/supertux,0.0,[],0.0
gkroch/mbed-os,0.0,[],2.0
mrstig/maven,0.0,[],1.0
ShaolinDeng/luci,0.0,[],1.0
JoshuaEldridge/Marlin-Greenlantern,0.0,[],1.0
alexnv/anycubic_chiron_marlin,0.0,[],1.0
cappuccino/cappuccino,2177.0,[],73.0
process-engine/bpmn-studio,56.0,"['bpmn-studio', 'bpmn', 'process-engine', 'workflow-engine', 'electron', 'aurelia', 'typescript']",8.0
Globalchain01/Globalchain,0.0,[],1.0
grapefruitofwbb/go-ethereum,0.0,[],0.0
kamahat/Marlin-Conf,0.0,[],1.0
sabini-dev/bootstrap-1ef5f5e86e,0.0,[],1.0
gooroom/dpkg,0.0,[],1.0
ashraj78/AzureTemplates,0.0,[],1.0
